Comp3,Comp2,Comp1,Comp4,Comp5,Comp9,Comp12,Comp6,Comp7,Comp10,prognosis
0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,Tuberculosis
0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,Typhoid
2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,Typhoid
2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,Typhoid
2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,Typhoid
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,Jaundice
2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,Jaundice
2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Jaundice
0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,AIDS
0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,AIDS
0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,AIDS
2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,Hepatitis D
2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,Hepatitis D
2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,Hepatitis D
2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,Hepatitis D
2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,Hepatitis D
